uniName,programmeName,courseName,minDegreeName,minGpa,higherDegreeName,higherGpa,AcademicRequirementsMetaData,intakeInfo,courseDuration,tuitionFee,currency,initialDeposit,applicationFee,feesMetaData,commission,applicationDeadline,ieltsMinOverall,ieltsMinSection,toeflMinOverall,toeflMinSection,pteMinOverall,pteMinSection,scholarshipName,scholarshipAmount,scholarshipType,scholarshipMetaData,degreeName,courseUrlExternal,Uni_Academic_Requirements,Uni_English_Requirements,Uni_Deposit,Uni_Scholarship,Result,courseScraped,Uni_metadate
University of Essex,Drama and Dance,History and Drama (Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01445/1/BA-History-and-Drama?coursecode=V117,,,,,,,
University of Essex,"Hospitality, Event Management and Tourism",International Tourism Management (Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01585/2/BA-International-Tourism-Management?coursecode=N803,,,,,,,
University of Essex,Education,Film Studies and Art History (with Placement),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00165/1/BA-Film-Studies-and-Art-History?coursecode=VW37,,,,,,,
University of Essex,Education,Film Studies and Art History (Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00165/1/BA-Film-Studies-and-Art-History?coursecode=PV33,,,,,,,
University of Essex,Criminology,Criminology with Counselling Skills (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01290/1/BA-Criminology-with-Counselling-Skills?coursecode=L334,,,,,,,
University of Essex,Criminology,Criminology with Counselling Skills (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01290/1/BA-Criminology-with-Counselling-Skills?coursecode=L335,,,,,,,
University of Essex,Law,History and Law (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01444/1/ba-history-and-law?coursecode=VM12,,,,,,,
University of Essex,Law,History and Law (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01444/1/ba-history-and-law?coursecode=VM13,,,,,,,
University of Essex,Education,History with Film Studies (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00203/1/BA-History-with-Film-Studies?coursecode=V1W7,,,,,,,
University of Essex,Education,History with Film Studies (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00203/1/BA-History-with-Film-Studies?coursecode=V1WP,,,,,,,
University of Essex,International Relations,International Relations and Modern Languages,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00222/1/ba-international-relations-and-modern-languages,,,,,,,
University of Essex,Politics,Journalism and Politics (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01100/1/ba-journalism-and-politics?coursecode=P581,,,,,,,
University of Essex,Politics,Journalism and Politics (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01100/1/ba-journalism-and-politics?coursecode=P582,,,,,,,
University of Essex,Creative Writing,Literature and Creative Writing (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01055/1/ba-literature-and-creative-writing,,,,,,,
University of Essex,International Relations,Modern History and International Relations (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00292/1/ba-modern-history-and-international-relations?coursecode=VL14,,,,,,,
University of Essex,International Relations,Modern History and International Relations (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00292/1/ba-modern-history-and-international-relations?coursecode=VL1F,,,,,,,
University of Essex,Politics,Modern History and Politics (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00293/1/BA-Modern-History-and-Politics?coursecode=LV22,,,,,,,
University of Essex,Politics,Modern History and Politics (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00293/1/BA-Modern-History-and-Politics?coursecode=LV2C,,,,,,,
University of Essex,Languages and Linguistics,Modern Languages and Linguistics,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00296/1/ba-modern-languages-and-linguistics,,,,,,,
University of Essex,Philosophy,Philosophy and History (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00325/1/ba-philosophy-and-history?coursecode=VV16,,,,,,,
University of Essex,Philosophy,Philosophy and History (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00325/1/ba-philosophy-and-history?coursecode=VV5C,,,,,,,
University of Essex,Law,Philosophy and Law (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00326/1/BA-Philosophy-and-Law?coursecode=MVC6,,,,,,,
University of Essex,Law,Philosophy and Law (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00326/1/BA-Philosophy-and-Law?coursecode=VM51,,,,,,,
University of Essex,Philosophy,Philosophy and Politics (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00330/1/ba-philosophy-and-politics?coursecode=LV26,,,,,,,
University of Essex,Philosophy,Philosophy and Politics (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00330/1/ba-philosophy-and-politics?coursecode=LV2M,,,,,,,
University of Essex,Business and Management,Philosophy with Business Management (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01376/1/ba-philosophy-with-business-management?coursecode=VV22,,,,,,,
University of Essex,Psychology,Psychodynamic Practice (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01028/1/BA-Psychodynamic-Practice?coursecode=C849,,,,,,,
University of Essex,Education,Psychosocial and Psychoanalytic Studies (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01035/1/BA-Psychosocial-and-Psychoanalytic-Studies?coursecode=C89A,,,,,,,
University of Essex,Education,Psychosocial and Psychoanalytic Studies (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01035/1/BA-Psychosocial-and-Psychoanalytic-Studies?coursecode=C89B,,,,,,,
University of Essex,Criminology,Sociology and Criminology (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00379/1/ba-sociology-and-criminology?coursecode=LMH9,,,,,,,
University of Essex,Psychology,Sociology with Social Psychology (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,21500,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00372/1/BA-Sociology-with-Social-Psychology?coursecode=CL93,,,,,,,
University of Essex,Business and Management,Business Economics (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug01297/1/ba-business-economics,,,,,,,
University of Essex,Business and Management,Business Management with a Modern Language,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00047/1/BA-Business-Management-with-a-Modern-Language?startdate=2024/25,,,,,,,
University of Essex,Business and Management,Business Management and Modern Languages,IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00046/1/BA-Business-Management-and-Modern-Languages?startdate=2024/25,,,,,,,
University of Essex,International Relations,International Relations (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00221/1/ba-international-relations?coursecode=L260,,,,,,,
University of Essex,International Relations,International Relations (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00221/1/ba-international-relations?coursecode=L259,,,,,,,
University of Essex,Economics,Management Economics (with Placement Year) (4 Years),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00258/1/BA-Management-Economics?coursecode=9L11,,,,,,,
University of Essex,Economics,Management Economics (with Year Abroad) (4 Years),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00258/1/BA-Management-Economics?coursecode=L192,,,,,,,
University of Essex,Economics,"Philosophy, Politics and Economics (with Placement Year)",IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00334/1/ba-philosophy-politics-and-economics?coursecode=L0V1,,,,,,,
University of Essex,Economics,"Philosophy, Politics and Economics (with Year Abroad)",IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00334/1/ba-philosophy-politics-and-economics?coursecode=L0VA,,,,,,,
University of Essex,Politics,Politics (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/ug00343/1/ba-politics?coursecode=L201,,,,,,,
University of Essex,International Relations,Politics and International Relations (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01124/1/BA-Politics-and-International-Relations?coursecode=L227,,,,,,,
University of Essex,International Relations,Politics and International Relations (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,22600,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG01124/1/BA-Politics-and-International-Relations?coursecode=L226,,,,,,,
University of Essex,Psychology,Psychology (with Placement Year),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,24360,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00361/1/BA-Psychology?coursecode=C810,,,,,,,
University of Essex,Psychology,Psychology (with Year Abroad),IB,60,,60,"[{""subtitle"": ""Entry requirements"", ""description"": [""To be eligible for most Undergraduate Bachelor degree courses, applicants must have an average of 60% in the best four subjects from Indian high school qualifications."", ""Achieving 70% in English from CBSE or CISCE exempts from additional English tests."", ""Some courses may have higher requirements.""]}, {""subtitle"": ""English Requirement"", ""description"": [""If not exempt, English test scores are needed.""]}]",2026-10-01,48 months,24360,GBP,,0,,0,,,,,,,,,,,,BA,https://www.essex.ac.uk/courses/UG00361/1/BA-Psychology?coursecode=C801,,,,,,,
